,ABEDUS,ABLABESMYIA,ACAMPTOCLADIUS,ACELLA,ACENTRELLA,ACRICOTOPUS,ACRONEURIA,ACTINOBDELLA,AESHNA,AESHNIDAE,AGABINAE,AGABUS,AGARODES,AGRAYLEA,AGRYPNIA,ALBIA,ALBOGLOSSIPHONIA,ALLONAIS,ALOTANYPUS,AMBRYSUS,AMERICOROPHIUM,AMNICOLA,AMPHINEMURA,AMPHIPODA,AMPITHOE,ANAFROPTILUM,ANAX,ANCYRONYX,ANODONTA,AORIDAE,APEDILUM,APHYLLA,APOCOROPHIUM,ARACHNIDA,ARCTEONAIS,ARGIA,ARGULUS,ARIGOMPHUS,ARMIGER,ARRENURUS,ASELLIDAE,ATRACTIDES,ATRICHOPOGON,ATYLOTUS/TABANUS,AULODRILUS,AXARUS,BAETIDAE,BANKSIOLA,BASIAESCHNA,BELOSTOMA,BELOSTOMATIDAE,BEOTHUKUS,BEROSUS,BEZZIA/PALPOMYIA,BILYJOMYIA,BIOMPHALARIA,BITHYNIA,BIVALVIA,BOREOCHLUS,BOYERIA,BRACHYCERCINAE,BRANCHIOBDELLIDAE,BRANCHIODRILUS,BRANCHIURA,BRATISLAVIA,BRILLIA,BRYCHIUS,CAECIDOTEA,CAENIDAE,CAENIS,CALLIBAETIS,CALOPTERYGIDAE,CALOPTERYX,CAMBARIDAE,CAMBARUS,CAMPELOMA,CAPITELLA,CAPNIIDAE,CASSIDINIDEA,CELINA,CELITHEMIS,CENTROLIMNESIA,CENTROPTILUM,CERACLEA,CERATOPOGONIDAE,CERATOPOGONINAE,CERNOTINA,CHAETOCLADIUS,CHAETOGASTER,CHAETOZONE,CHAOBORUS,CHAULIODES,CHAULIODINAE,CHELIFERA/METACHELA,CHEUMATOPSYCHE,CHIRONOMINI,CHIRONOMUS,CHLOROPERLIDAE,CHLOROTABANUS,CHOROTERPES,CHROMAGRION,CHRYSOMELIDAE,CHRYSOPS,CINCINNATIA,CIPANGOPALUDINA,CIRRATULIDAE,CLADOPELMA,CLADOTANYTARSUS,CLEPTELMIS,CLINOCERA,CLINOTANYPUS,CLOEON,COELOTANYPUS,COENAGRION/ENALLAGMA,COENAGRIONIDAE,COLEOPTERA,COLYMBETES,COLYMBETINAE,CONSTEMPELLINA,COPTOTOMUS,CORBICULA,CORDULIA,CORDULIIDAE,CORIXIDAE,COROPHIIDAE,CORYDALIDAE,CORYNONEURA,CORYPHAESCHNA,CRAMBIDAE,CRANGONYCTIDAE,CRANGONYX,CRICOTOPUS,CRICOTOPUS/ORTHOCLADIUS,CRYPTOCHIRONOMUS,CRYPTOTENDIPES,CUMACEA,CYATHURA,CYRNELLUS,CYZICUS,DASYHELEA,DECAPODA,DEMEIJEREA,DEMICRYPTOCHIRONOMUS,DENTATELLA,DERALLUS,DERO,DEROTANYPUS,DESDIMELITA,DESMOPACHRIA,DIACHLORUS,DIAMESA,DICRANOTA,DICROTENDIPES,DIDYMOPS,DINEUTUS,DIPLOCLADIUS,DIPTERA,DIXA,DIXELLA,DJALMABATISTA,DOLICHOPODIDAE,DOROCORDULIA,DREISSENA,DROMOGOMPHUS,DUBIRAPHIA,DYTISCIDAE,DYTISCUS,ECDYONURUS,ECTOPRIA,EINFELDIA,ELIMIA,ELLIPTIO,ELMIDAE,EMPIDIDAE,ENALLAGMA,ENCHYTRAEIDAE,ENDOCHIRONOMUS,ENOCHRUS,EOPARARGYRACTIS,EPHEMERA,EPHEMERELLA,EPHEMERELLIDAE,EPHEMERIDAE,EPHEMEROPTERA,EPHYDRIDAE,EPITHECA,EPOICOCLADIUS,ERIOPTERA,ERPOBDELLA,ERPOBDELLIDAE,ERYTHEMIS,EUKIEFFERIELLA,EUPERA,EURYLOPHELLA,EYLAIS,FABRIA,FERRISSIA,FICOPOMATUS,FITTKAUIMYIA,FORCIPOMYIA,FORELIA,FRONTIPODA,GALBA,GAMMARIDAE,GAMMARUS,GASTROPODA,GEAYIA,GLOSSIPHONIA,GLOSSIPHONIIDAE,GLYPHOPSYCHE,GLYPTOTENDIPES,GNORIMOSPHAEROMA,GOELDICHIRONOMUS,GOMPHIDAE,GOMPHUS,GRANDIDIERELLA,GUMAGA,GUTTIPELOPIA,GYRAULUS,GYRINIDAE,GYRINUS,HAEMONAIS,HAEMOPIS,HAGENIUS,HALACARIDAE,HALESOCHILA,HALIPLIDAE,HALIPLUS,HARNISCHIA,HEBETANCYLUS,HEDRIODISCUS/ODONTOMYIA,HELICHUS,HELICOPSYCHE,HELISOMA,HELIUS,HELOBDELLA,HELOCHARES,HELOPHORUS,HEMERODROMIA,HEPTAGENIIDAE,HESPEROCORIXA,HESPEROPHYLAX,HETERLIMNIUS,HETEROTANYTARSUS,HETEROTRISSOCLADIUS,HEXAGENIA,HIRUDINIDA,HYALELLA,HYDATICUS,HYDRA,HYDRACHNA,HYDRELLIA,HYDROBAENUS,HYDROCANTHUS,HYDROCHOREUTES,HYDROCOLUS,HYDRODROMA,HYDRODROMIDAE,HYDROPHILIDAE,HYDROPORINAE,HYDROPSYCHIDAE,HYDROPTILA,HYDROPTILIDAE,HYDROSMITTIA,HYDROVATUS,HYDRYPHANTES,HYDRYPHANTIDAE,HYGROBATES,HYGROTUS,HYPORHYGMA,ILYODRILUS,ISCHNURA,ISOCHAETIDES,ISOPODA,JUGA,KIEFFERULUS,KOENIKEA,KRENDOWSKIA,KRENDOWSKIIDAE,KRIBIODORUM,LABIOBAETIS,LABRUNDINIA,LACCOBIUS,LACCOPHILUS,LADONA,LAEVAPEX,LARSIA,LAUTERBORNIELLA,LEBERTIA,LEPIDOPTERA,LEPIDOSTOMA,LEPTOCERIDAE,LEPTOCERUS,LEPTOCHELIA,LEPTOPHLEBIA,LEPTOPHLEBIIDAE,LESTES,LESTIDAE,LETHOCERUS,LEUCORRHINIA,LEUCROCUTA,LEUCTRA,LIBELLULA,LIBELLULIDAE,LIBELLULIDAE/CORDULIIDAE,LIMNEPHILIDAE,LIMNEPHILUS,LIMNESIA,LIMNOCHARES,LIMNODRILUS,LIMNOPHYES,LIMONIA,LIODESSUS,LIPINIELLA,LIRCEUS,LITTORIDINOPS,LUMBRICINA,LUMBRICULIDAE,LUMBRICULUS,LYMNAEA,LYMNAEIDAE,LYOGYRUS,LYPE,MACCAFFERTIUM,MACROBDELLA,MACROMIA,MACROMIIDAE,MACRONYCHUS,MACROPELOPIA,MACROPELOPIINI,MANAYUNKIA,MARGARITIFERA,MARILIA,MARSTONIA,MELANOIDES,MENETUS,MICRASEMA,MICROCHIRONOMUS,MICROCYLLOEPUS,MICROMENETUS,MICROPSECTRA,MICROTENDIPES,MIDEA,MIDEOPSIS,MOLANNA,MOLANNIDAE,MOMONIA,MONATRACTIDES,MONOCOROPHIUM,MONODIAMESA,MUSCIDAE,MUSCULISTA,MUSCULIUM,MYSIDAE,MYSTACIDES,MYTILIDAE,MYXOSARGUS,NAIDIDAE,NAIS,NANOCLADIUS,NATARSIA,NAUCORIDAE,NECTOPSYCHE,NEMATODA,NEMOTAULIUS,NEOCLOEON,NEOMYSIS,NEOPLEA,NEOPORUS,NEOSTEMPELLINA,NEOZAVRELIA,NEUMANIA,NEURECLIPSIS,NEUROCORDULIA,NIGRONIA,NILOTHAUMA,NIPPOLEUCON,NO_MACROINVERTEBRATES_IN_SAMPLE,NOTERIDAE,NYCTIOPHYLAX,OCHTHEBIUS,ODONATA,ODONTOMESA,OECETIS,OMISUS,OPHIDONAIS,OPHIOGOMPHUS,OPTIOSERVUS,ORCONECTES,ORTHEMIS,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOTRICHIA,OSTRACODA,OULIMNIUS,OXUS,OXYETHIRA,PACHYDIPLAX,PACIFASTACUS,PAGASTIELLA,PALAEMON,PALAEMONETES,PALAEMONIDAE,PARACHAETOCLADIUS,PARACHIRONOMUS,PARACLADIUS,PARACLADOPELMA,PARAKIEFFERIELLA,PARALAUTERBORNIELLA,PARALEPTOPHLEBIA,PARAMETRIOCNEMUS,PARANAIS,PARAPHAENOCLADIUS,PARAPOYNX,PARATANYTARSUS,PARATENDIPES,PAROCHLUS,PEDICIA,PELOCORIS,PELTODYTES,PENTANEURINI,PERICOMA/TELMATOSCOPUS,PERITHEMIS,PERLINELLA,PERLODIDAE,PETROPHILA,PHAENOPSECTRA,PHILARCTUS,PHRYGANEA,PHRYGANEIDAE,PHYLOCENTROPUS,PHYSA,PHYSIDAE,PIONA,PIONACERCUS,PIONIDAE,PIONOPSIS,PISIDIUM,PLACOBDELLA,PLANORBELLA,PLANORBIDAE,PLANORBULA,PLATHEMIS,PLATYISCHNOPIDAE,PLEIDAE,PLEUROCERA,PLEUROCERIDAE,POLYCELIS,POLYCENTROPODIDAE,POLYCENTROPUS,POLYDORA,POLYPEDILUM,POTAMILUS,POTAMOPYRGUS,POTAMOTHRIX,POTTHASTIA,PRISTINA,PROBEZZIA,PROBYTHINELLA,PROCLADIUS,PROCLOEON,PRODIAMESA,PROMENETUS,PROMORESIA,PROSTOMA,PROTANYPUS,PSAMMORYCTIDES,PSECTROCLADIUS,PSECTROTANYPUS,PSEPHENUS,PSEUDOCHIRONOMUS,PSEUDODIAMESA,PSEUDOSMITTIA,PSEUDOSUCCINEA,PSEUDOTRYONIA,PSYCHODA,PSYCHODIDAE,PSYCHOGLYPHA,PSYCHOMYIIDAE,PTILOSTOMIS,PYCNOPSYCHE,PYRGOPHORUS,QUISTADRILUS,QUISTRADRILUS,RADIX,RADOTANYPUS,RAMELLOGAMMARUS,RANATRA,RHANTUS,RHEOCRICOTOPUS,RHEOTANYTARSUS,RHYACODRILUS,RHYACOPHILA,RIPISTES,SAETHERIA,SANFILIPPODYTES,SCIOMYZIDAE,SCIRTIDAE,SERGENTIA,SERICOSTOMATIDAE,SIALIS,SIMULIUM,SINELOBUS,SIPHLONURIDAE,SIPHLONURUS,SISYRA,SISYRIDAE,SLAVINA,SMITTIA,SOMATOCHLORA,SPARBARUS,SPECARIA,SPERCHON,SPHAERIIDAE,SPHAERIUM,SPHAEROMATIDAE,SPHAEROMIAS,SPHAEROSYLLIS,SPIOPHANES,SPIROSPERMA,STAGNICOLA,STEMPELLINA,STEMPELLINELLA,STENACRON,STENELMIS,STENOCHIRONOMUS,STENONEMA,STICTOCHIRONOMUS,STICTOTARSUS,STRATIOMYIDAE,STRATIOMYS,STYLARIA,SUPHISELLUS,SWELTSA,SYLLIS,SYMPETRUM,SYNORTHOCLADIUS,TABANIDAE,TANYPODINAE,TANYPUS,TANYTARSINI,TANYTARSUS,TAPHROMYSIS,TASSERKIDRILUS,TELOGANOPSIS,TESTUDACARUS,THEROMYZON,THIENEMANNIELLA,THIENEMANNIMYIA GENUS GR.,TIPHYS,TIPULA,TIPULIDAE,TORRENTICOLA,TORRENTICOLIDAE,TOXOLASMA,TRAMEA,TRIAENODES,TRIBELOS,TRICHOPTERA,TRICORYTHODES,TROMBIDIFORMES,TROPISTERNUS,TRYONIA,TUBIFEX,TUBIFICIDAE,TURBELLARIA,TVETENIA,UNCINAIS,UNIONICOLA,UNIONICOLIDAE,UNIONIDAE,UNIONOIDA,UROMUNNA,UTTERBACKIA,VALVATA,VEJDOVSKYELLA,VENEROIDA,VIVIPARIDAE,VIVIPARUS,VORTICIFEX,WAYNOKIOPS,WETTINA,XENOCHIRONOMUS,XYLOTOPUS,YORAPERLA,ZALUTSCHIA,ZAVRELIELLA,ZAVRELIMYIA
NLA17_WI-10004,,8,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,9,,,,,,,,,,,,,,2,,44,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,5,,,,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,1,,,,,,,12,,,,,,,,,,,,8,,,,,,,,,,1,2,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,31,1,,,,,,,,,,,11,9,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,103,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,3,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,1,,,8,,,,,,,,,9,,,,,,,,,,,,7,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,16,1,,,,,1,,,,,,,,,,,1,,,,1,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,39,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,
NLA17_WI-10005,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,9,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,103,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,5,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,28,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,1,4,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
NLA17_WI-10006,,9,,,,,,,,,,,,,,1,,,,,,21,,,,,,,,,,,,2,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,,,,,,,,1,,,2,,,1,,,,,,,,,,,,2,,,,1,,,,,1,,,,,,,,4,,,,,,17,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,5,,,4,,,,,,,,,28,,,,,1,,,3,,,,1,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,4,,,1,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,1,,,,,,,,5,,,,,,42,,,,1,,,,,,,,,1,,,,,,,,,,1,,7,,,,,,,,,,,,,10,,,,,,,,5,,,,,,,,,,10,,,,,,4,,,,,,,,,,,3,,,,,,12,,,,,,,,,,,,,,23,,,,,1,,,7,,,2,,,,,9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,20,,,,,,,,2,2,,,,,,,,,28,,,,1,,,,,,48,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,2,,,,,,2,,,,3,
NLA17_WI-10007,,10,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,3,5,,,,,,,,,,,,,,2,,,,5,,,,,,,11,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,3,,,,,,,,2,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,86,,,,,10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,7,,,,,,,1,,,,,,1,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,5,,3,,,,,,,1,,9,,,,29,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,1,,10,,,,,,1,,,6,,,,,,,,12,6,,,,,,,,,,,,,,,,,,14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,29,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,7,,1,,,,,,,,,,,
NLA17_WI-10008,,12,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,2,,,,,,,,,,,,7,,,,,,,,,,1,3,,,,,,,3,,,,,,,,2,,,,2,,,,,8,,2,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,14,,,,,3,,,,,,,,,,,3,,,,,,1,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,1,59,,,,3,,,,,,,,,,,,,8,,,3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,24,,1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2,,,,,,,,,,,,,,,14,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,19,,,,,1,,,11,1,,,,,,,2,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,1,,,,,,24,,,,,,,,,4,40,,,,,,13,4,,,,,,,,,,,,,,,,,3,,,4,,,,,,,3,,,,,,,,,,,48,
NLA17_WI-10009,,2,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,1,22,,,,,,,,,,1,,,,5,,74,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,25,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,24,,,,,,,9,,,,,,,,,,,,3,,,,,,,,,,2,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,10,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,2,,8,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
NLA17_WI-10010,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,117,,,,,,,,,,,,,,,,,,,1,,,,,,,,43,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,7,1,1,,,,,,,,,,,,26,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,66,,,,,,,,3,,,9,,,,,,6,,,,,,,,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,3,41,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,4,,,,,,,4,,,,,,,,,,,,10,,,,,,,,,,44,,,,,12,,,,,,,,,,,,1,,,,,,1,,,37,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,1,,,,,,,,,,,,7,
NLA17_WI-10011,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,4,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,3,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA17_WI-10012,,22,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,11,,,,,,,,,,,,,,7,,,,,,,,,,,,,,1,,43,,,,,,2,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,,,2,4,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,15,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,3,,,,,,,,,,,,9,,,,,,,,,,,,1,7,,,,,,,,3,,,15,,,,,,,1,,,,,,1,,,,,,,,,8,,,,1,,,,1,,,12,,,,,,,,11,4,,37,,,,,,,,13,,,,,,,,5,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,2,,,,,,1,,,,,,,,,4,29,,,,,,,1,,,,,,,,,9,,,,,,,,2,,,10,,,,,,,2,10,1,,,,,,,,1,115,
NLA17_WI-10013,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,8,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,58,,,,,,,,,18,,,,,,4,,7,,,,,,,,,,,,11,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,,,,,,,,,,,,54,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,54,,,,,,,,,,,,2,
NLA17_WI-10014,,6,,,,13,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,4,,,,,,,8,,,,,,,,,,,,,,5,,54,3,,,,,,,,,,,,,3,4,2,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,45,,1,,,,,,,,,,5,27,,,,,,,,3,,,,,,,6,,,,,,,,,,,,,,85,,1,,,,,,,,,,,,12,1,,,,,,,,,,,,,,,,,,,4,,,,,5,1,2,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,1,,,,,1,7,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,5,1,,,,1,,,,,,,,,,,,,,,,,,12,,,,,5,2,,,,,,1,,,,,26,,6,,,,,,3,18,,,,,,,,,,,5,,,,,,,,4,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,,19,,,,,,,,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,30,,,,2,,,,,,,,10,
NLA17_WI-10016,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,30,6,,,,,,,,,,14,2,,,,,,,6,,,,,,,,,,,,1,,,,3,1,8,,,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,8,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,8,,4,4,,,,,,,,,,,,4,,,,,,,,1,,,47,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,11,,,,,,,,17,,,,,,,,39,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,42,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,16,
